,Unnamed: 0,movie_id,title,year,rating,votes_x,genres,imdb_title_id,weighted_average_vote,total_votes,mean_vote,median_vote,votes_10,votes_9,votes_8,votes_7,votes_6,votes_5,votes_4,votes_3,votes_2,votes_1,allgenders_0age_avg_vote,allgenders_0age_votes,allgenders_18age_avg_vote,allgenders_18age_votes,allgenders_30age_avg_vote,allgenders_30age_votes,allgenders_45age_avg_vote,allgenders_45age_votes,males_allages_avg_vote,males_allages_votes,males_0age_avg_vote,males_0age_votes,males_18age_avg_vote,males_18age_votes,males_30age_avg_vote,males_30age_votes,males_45age_avg_vote,males_45age_votes,females_allages_avg_vote,females_allages_votes,females_0age_avg_vote,females_0age_votes,females_18age_avg_vote,females_18age_votes,females_30age_avg_vote,females_30age_votes,females_45age_avg_vote,females_45age_votes,top1000_voters_rating,top1000_voters_votes,us_voters_rating,us_voters_votes,non_us_voters_rating,non_us_voters_votes,title_spanish,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes_y,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
56,56,m56,Even Cowgirls Get The Blues,1993,4.0,3947.0,['comedy' 'drama' 'romance' 'western'],tt0106834,4.4,6968.0,4.6,4.0,392.0,161.0,297.0,545.0,860.0,1173.0,1170.0,869.0,682.0,819.0,4.7,3.0,4.6,274.0,4.5,2725.0,4.3,2298.0,4.4,3935.0,4.0,1.0,4.5,154.0,4.4,1885.0,4.3,1821.0,4.6,1403.0,5.0,2.0,4.8,116.0,4.6,807.0,4.5,442.0,4.2,233.0,4.4,1971.0,4.4,3059.0,Cowgirl - Il nuovo sesso,1994-05-20,"Comedy, Drama, Romance",106.0,USA,"English, German",Gus Van Sant,"Tom Robbins, Gus Van Sant",New Line Cinema,"Uma Thurman, Lorraine Bracco, Pat Morita, Angie Dickinson, Keanu Reeves, John Hurt, Rain Phoenix, Ed Begley Jr., Carol Kane, Sean Young, Crispin Glover, Roseanne Barr, Buck Henry, Grace Zabriskie, Treva Jeffryes","Sissy Hankshaw (Uma Thurman) is born with enormous thumbs that help her hitchhiking through the U.S. from a young age. She becomes a model in advertising, and her New York agent, ""the ...",4.4,6968.0,$ 8000000,$ 1708873,$ 1708873,28.0,50.0,26.0
57,57,m57,Event Horizon,1997,6.4,45497.0,['horror' 'mystery' 'mystery' 'sci-fi' 'sci-fi'],tt0119081,6.7,155417.0,6.8,7.0,11414.0,12366.0,29220.0,42235.0,29527.0,14178.0,7097.0,4000.0,2326.0,3054.0,6.7,35.0,6.4,14964.0,6.8,81031.0,6.6,23642.0,6.7,111295.0,6.9,23.0,6.4,13047.0,6.8,72787.0,6.6,21020.0,6.6,11802.0,4.9,7.0,6.5,1705.0,6.7,7284.0,6.6,2270.0,6.2,628.0,6.7,30417.0,6.7,75565.0,Punto di non ritorno,1998-01-23,"Horror, Sci-Fi, Thriller",96.0,"UK, USA","English, Latin",Paul W.S. Anderson,Philip Eisner,Golar Productions,"Laurence Fishburne, Sam Neill, Kathleen Quinlan, Joely Richardson, Richard T. Jones, Jack Noseworthy, Jason Isaacs, Sean Pertwee, Peter Marinker, Holley Chant, Barclay Wright, Noah Huntley, Robert Jezek",A rescue crew investigates a spaceship that disappeared into a black hole and has now returned...with someone or something new on-board.,6.7,155417.0,$ 60000000,$ 26673242,$ 26673242,35.0,963.0,180.0
58,58,m58,Fantastic Four,2005,5.7,72581.0,['action' 'adventure' 'fantasy' 'sci-fi' 'fantasy'],tt0120667,5.7,307944.0,5.8,6.0,12356.0,7044.0,22506.0,57302.0,86619.0,62554.0,30155.0,14379.0,7402.0,7627.0,5.6,156.0,5.7,71139.0,5.6,137569.0,5.9,31081.0,5.7,209683.0,5.3,126.0,5.7,56307.0,5.6,117090.0,5.9,26795.0,6.0,38712.0,7.1,15.0,6.1,13944.0,5.8,19068.0,6.1,3869.0,5.7,746.0,5.6,56321.0,5.7,145571.0,I Fantastici 4,2005-09-16,"Action, Adventure, Fantasy",106.0,"USA, Germany",English,Tim Story,"Mark Frost, Michael France",Twentieth Century Fox,"Ioan Gruffudd, Jessica Alba, Chris Evans, Michael Chiklis, Julian McMahon, Hamish Linklater, Kerry Washington, Laurie Holden, David Parker, Kevin McNulty, Maria Menounos, Michael Kopsa, Andrew Airlie, Pascale Hutton, G. Michael Gray","A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.",5.7,307944.0,$ 100000000,$ 154696080,$ 333535934,40.0,1029.0,112.0
59,59,m59,Fast Times At Ridgemont High,1982,7.2,31710.0,['comedy' 'drama' 'romance'],tt0083929,7.2,90936.0,7.3,7.0,9401.0,9423.0,21867.0,27211.0,13506.0,5132.0,1970.0,1000.0,622.0,804.0,8.4,22.0,7.1,11622.0,7.1,38317.0,7.4,19127.0,7.2,59271.0,8.5,14.0,7.1,8998.0,7.1,32030.0,7.4,16045.0,7.0,11747.0,7.8,6.0,6.9,2480.0,6.9,5916.0,7.3,2818.0,6.7,584.0,7.4,36863.0,6.8,26120.0,Fuori di testa,1982-08-13,"Comedy, Drama",90.0,USA,English,Amy Heckerling,"Cameron Crowe, Cameron Crowe",Refugee Films,"Sean Penn, Jennifer Jason Leigh, Judge Reinhold, Robert Romanus, Brian Backer, Phoebe Cates, Ray Walston, Scott Thomson, Vincent Schiavelli, Amanda Wyss, D.W. Brown, Forest Whitaker, Kelli Maroney, Tom Nolan, Blair Tefkin","A group of Southern California high school students are enjoying their most important subjects: sex, drugs, and rock n' roll.",7.2,90936.0,$ 4500000,$ 27092880,$ 27092880,61.0,279.0,138.0
60,60,m60,Fear And Loathing In Las Vegas,1998,7.6,82748.0,['drama' 'fantasy'],tt0120669,7.6,254785.0,7.7,8.0,48541.0,43945.0,66350.0,46944.0,22090.0,10797.0,5765.0,3702.0,2704.0,3947.0,7.6,75.0,7.6,41124.0,7.7,135004.0,7.1,23879.0,7.6,174194.0,7.7,54.0,7.6,32623.0,7.7,114636.0,7.1,20456.0,7.5,31098.0,7.2,15.0,7.4,7873.0,7.5,18923.0,6.9,3038.0,6.4,671.0,7.7,48973.0,7.6,126978.0,Paura e delirio a Las Vegas,1999-02-05,"Adventure, Comedy, Drama",118.0,USA,English,Terry Gilliam,"Hunter S. Thompson, Terry Gilliam",Fear and Loathing LLC,"Johnny Depp, Benicio Del Toro, Tobey Maguire, Michael Lee Gogin, Larry Cedar, Brian Le Baron, Katherine Helmond, Michael Warwick, Craig Bierko, Tyde Kierney, Mark Harmon, Tim Thomerson, Richard Riehle, Ransom Gates, Laraine Newman",An oddball journalist and his psychopathic lawyer travel to Las Vegas for a series of psychedelic escapades.,7.6,254785.0,$ 18500000,$ 10680275,$ 10680275,41.0,697.0,166.0
61,61,m61,Feast,2005,6.4,12248.0,['action' 'comedy' 'horror' 'thriller'],tt0426459,6.3,29303.0,6.4,7.0,2371.0,1792.0,4460.0,6963.0,5921.0,3335.0,1730.0,1020.0,698.0,1013.0,6.9,5.0,6.1,2873.0,6.3,16623.0,6.3,4943.0,6.3,22136.0,6.0,4.0,6.1,2432.0,6.3,14868.0,6.3,4323.0,6.1,2654.0,,,5.8,417.0,6.1,1608.0,6.5,550.0,5.7,325.0,6.6,8434.0,6.2,13995.0,Feast,2007-01-18,"Action, Comedy, Horror",95.0,USA,English,John Gulager,"Patrick Melton, Marcus Dunstan",Dimension Films,"Duane Whitaker, Balthazar Getty, Chauntae Davies, Hannah Bernall, Diane Ayala Goldner, Josh Zuckerman, Henry Rollins, Eileen Ryan, Jason Mewes, Judah Friedlander, Clu Gulager, Krista Allen, Anthony 'Treach' Criss, Jenny Wade, Tyler Patrick Jones",Patrons locked inside a bar are forced to fight monsters.,6.3,29303.0,$ 3200000,$ 56131,$ 719135,43.0,261.0,57.0
62,62,m62,Frances,1982,7.2,2756.0,['biography' 'drama'],tt0083967,7.4,6823.0,7.5,8.0,867.0,834.0,1768.0,1936.0,785.0,327.0,128.0,63.0,48.0,67.0,7.0,2.0,7.6,351.0,7.2,1714.0,7.4,3054.0,7.2,3826.0,7.0,2.0,7.5,201.0,7.1,1192.0,7.3,2324.0,7.6,1396.0,,,7.8,146.0,7.5,501.0,7.7,696.0,6.6,263.0,7.3,2158.0,7.3,2630.0,Frances,1983-03-11,"Biography, Drama, Romance",140.0,USA,English,Graeme Clifford,"Eric Bergren, Christopher De Vore",Brooksfilms,"Jessica Lange, Sam Shepard, Kim Stanley, Bart Burns, Christopher Pennock, James Karen, Gerald S. O'Loughlin, Sarah Cunningham, Allan Rich, Woodrow Parfrey, Rod Pilloud, Patricia Larson, Jordan Charney, Keone Young, Bonnie Bartlett",The story of,7.4,6823.0,,$ 5000000,,48.0,63.0,22.0
63,63,m63,Frankenstein,1931,8.0,23522.0,['drama' 'horror' 'sci-fi'],tt0021884,7.8,63315.0,7.8,8.0,11058.0,10067.0,19721.0,12808.0,5031.0,2042.0,829.0,454.0,290.0,1015.0,7.7,48.0,7.7,9266.0,7.7,25042.0,8.1,14398.0,7.8,43001.0,7.8,40.0,7.8,7648.0,7.7,21737.0,8.1,12227.0,7.7,6790.0,7.0,6.0,7.5,1503.0,7.7,3064.0,8.0,2006.0,7.8,649.0,8.1,19766.0,7.6,25125.0,Frankenstein,1935-12-02,"Drama, Horror, Romance",70.0,USA,"English, Latin",James Whale,"John L. Balderston, Mary Shelley",Universal Pictures,"Colin Clive, Mae Clarke, John Boles, Boris Karloff, Edward Van Sloan, Frederick Kerr, Dwight Frye, Lionel Belmore, Marilyn Harris",An obsessed scientist assembles a living being from parts of exhumed corpses.,7.8,63315.0,$ 291000,,$ 1626,91.0,569.0,125.0
64,64,m64,Friday The 13Th,2009,5.6,27499.0,['horror'],tt0758746,5.5,95041.0,5.7,6.0,6780.0,3105.0,7611.0,14979.0,21570.0,17518.0,9712.0,5892.0,3562.0,4312.0,5.3,72.0,5.5,20620.0,5.5,45418.0,5.5,9200.0,5.5,65682.0,5.2,52.0,5.5,16061.0,5.5,38978.0,5.5,7940.0,5.5,12018.0,6.3,13.0,5.6,4270.0,5.4,6030.0,5.6,1149.0,5.3,506.0,5.7,22996.0,5.4,42812.0,Venerdì 13,2009-02-13,"Horror, Mystery, Thriller",97.0,USA,"English, Ukrainian",Marcus Nispel,"Victor Miller, Damian Shannon",New Line Cinema,"Jared Padalecki, Danielle Panabaker, Amanda Righetti, Travis Van Winkle, Aaron Yoo, Derek Mears, Jonathan Sadowski, Julianna Guill, Ben Feldman, Arlen Escarpeta, Ryan Hansen, Willa Ford, Nick Mennell, America Olivo, Kyle Davis",A group of young adults visit a boarded up campsite named Crystal Lake where they soon encounter the mysterious Jason Voorhees and his deadly intentions.,5.5,95041.0,$ 19000000,$ 65002019,$ 91509154,34.0,628.0,167.0
65,65,m65,From Dusk Till Dawn,1996,7.1,81559.0,['action' 'crime' 'horror' 'thriller'],tt0116367,7.2,281205.0,7.3,7.0,25113.0,30237.0,73784.0,81853.0,38389.0,15498.0,6852.0,3681.0,2325.0,3473.0,7.1,96.0,7.1,38794.0,7.3,135248.0,7.2,36386.0,7.3,190035.0,7.1,73.0,7.1,32214.0,7.3,117414.0,7.2,31478.0,7.2,27707.0,7.9,10.0,7.1,5856.0,7.2,16146.0,7.1,4357.0,7.0,749.0,7.2,48238.0,7.2,135624.0,Dal tramonto all'alba,1997-01-03,"Action, Crime, Horror",108.0,"USA, Mexico","English, Spanish",Robert Rodriguez,"Robert Kurtzman, Quentin Tarantino",Dimension Films,"George Clooney, Quentin Tarantino, Harvey Keitel, Juliette Lewis, Ernest Liu, Salma Hayek, Cheech Marin, Danny Trejo, Tom Savini, Fred Williamson, Michael Parks, Brenda Hillhouse, John Saxon, Marc Lawrence, Kelly Preston","Two criminals and their hostages unknowingly seek temporary refuge in a truck stop populated by vampires, with chaotic results.",7.2,281205.0,$ 19000000,$ 25836616,$ 25836616,48.0,667.0,197.0
66,66,m66,Gi Jane,1997,5.6,24068.0,['action' 'drama'],tt0119173,5.9,72116.0,6.0,6.0,3300.0,2754.0,7455.0,15205.0,18876.0,12305.0,5755.0,2881.0,1606.0,1979.0,5.7,12.0,6.3,5188.0,5.9,37169.0,5.9,13781.0,5.8,46346.0,5.1,7.0,6.1,3461.0,5.8,29973.0,5.8,11309.0,6.5,11252.0,6.3,5.0,7.0,1645.0,6.4,6782.0,6.4,2296.0,5.6,532.0,6.1,14521.0,5.8,35526.0,Soldato Jane,1997-10-03,"Action, Drama, War",125.0,"USA, UK",English,Ridley Scott,"Danielle Alexandra, David Twohy",Caravan Pictures,"Demi Moore, Viggo Mortensen, Anne Bancroft, Jason Beghe, Daniel von Bargen, John Michael Higgins, Kevin Gage, David Warshofsky, David Vadim, Morris Chestnut, Josh Hopkins, Jim Caviezel, Boyd Kestner, Angel David, Stephen Ramsey",A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,5.9,72116.0,$ 50000000,$ 48169156,$ 48169156,62.0,151.0,87.0
67,67,m67,Godzilla,1998,4.9,60310.0,['action' 'horror' 'sci-fi' 'thriller'],tt0120685,5.4,179769.0,5.4,6.0,8618.0,4424.0,13023.0,26904.0,37952.0,34293.0,21802.0,14086.0,8973.0,9694.0,5.2,61.0,5.6,27749.0,5.4,86853.0,5.4,23854.0,5.4,129002.0,5.3,49.0,5.6,24683.0,5.4,78194.0,5.3,21130.0,5.5,13486.0,5.2,9.0,5.9,2756.0,5.3,7792.0,5.5,2404.0,5.2,707.0,5.0,33648.0,5.5,88213.0,Godzilla,1998-09-04,"Action, Sci-Fi, Thriller",139.0,"USA, Japan","English, French, Japanese, Russian, Spanish",Roland Emmerich,"Dean Devlin, Roland Emmerich",Centropolis Film Productions,"Matthew Broderick, Jean Reno, Maria Pitillo, Hank Azaria, Kevin Dunn, Michael Lerner, Harry Shearer, Arabella Field, Vicki Lewis, Doug Savant, Malcolm Danare, Lorry Goldman, Christian Aubert, Philippe Bergeron, Frank Bruynbroek","A giant, reptilian monster surfaces, leaving destruction in its wake as it strides into New York City. To stop it, an earthworm scientist, his reporter ex-girlfriend, and other unlikely heroes team up to save their city.",5.4,179769.0,$ 130000000,$ 136314294,$ 379014294,32.0,876.0,111.0
68,68,m68,Galaxy Quest,1999,7.2,53004.0,['action' 'adventure' 'comedy' 'sci-fi'],tt0177789,7.3,146064.0,7.4,8.0,16003.0,18721.0,39194.0,39818.0,18282.0,7371.0,3061.0,1561.0,965.0,1088.0,7.1,27.0,7.3,14229.0,7.2,65690.0,7.5,31686.0,7.2,95658.0,7.3,18.0,7.2,11338.0,7.2,54893.0,7.5,26046.0,7.5,18763.0,6.0,8.0,7.4,2722.0,7.4,10076.0,7.9,5173.0,7.0,644.0,7.5,45547.0,7.1,55438.0,Galaxy Quest,2000-11-24,"Adventure, Comedy, Sci-Fi",102.0,USA,English,Dean Parisot,"David Howard, David Howard",DreamWorks,"Tim Allen, Sigourney Weaver, Alan Rickman, Tony Shalhoub, Sam Rockwell, Daryl Mitchell, Enrico Colantoni, Robin Sachs, Patrick Breen, Missi Pyle, Jed Rees, Justin Long, Jeremy Howard, Kaitlin Cullum, Jonathan Feyer","The alumni cast of a space opera television series have to play their roles as the real thing when an alien race needs their help. However, they also have to defend both Earth and the alien race from a reptilian warlord.",7.3,146064.0,$ 45000000,$ 71583916,$ 90683916,70.0,672.0,101.0
69,69,m69,George Washington,2000,7.5,3142.0,['drama'],tt0262432,7.3,7700.0,7.4,8.0,991.0,1089.0,2027.0,1678.0,858.0,442.0,219.0,111.0,154.0,131.0,6.7,5.0,7.7,1025.0,7.3,3709.0,6.8,1298.0,7.3,5471.0,7.3,3.0,7.7,929.0,7.3,3355.0,6.8,1064.0,7.2,623.0,5.5,2.0,7.3,88.0,7.2,311.0,7.3,207.0,6.2,170.0,7.6,3089.0,7.1,2628.0,George Washington,2001-09-28,Drama,89.0,USA,English,David Gordon Green,David Gordon Green,Free Country U.S.A.,"Candace Evanofski, Donald Holden, Damian Jewan Lee, Curtis Cotton III, Rachael Handy, Paul Schneider, Eddie Rouse, Janet Taylor, Derricka Rolle, Ebony Jones, Jonathan Davidson, Scott Clackum, Beau Nix, Jason Shirley, William Tipton","A group of children, in a depressed small town, band together to cover up a tragic mistake one summer.",7.3,7700.0,$ 42000,$ 247406,$ 283846,82.0,72.0,69.0
70,70,m70,Get Shorty,1995,6.9,33588.0,['comedy' 'crime' 'thriller'],tt0113161,6.9,74583.0,7.0,7.0,4157.0,5994.0,16253.0,24281.0,13640.0,5686.0,2269.0,1053.0,548.0,702.0,7.5,7.0,7.0,4436.0,6.8,34496.0,6.9,17256.0,6.9,52003.0,7.5,6.0,7.0,3957.0,6.8,31354.0,6.9,15099.0,6.5,5339.0,,,6.6,431.0,6.4,2805.0,6.7,1930.0,6.7,588.0,7.0,19946.0,6.8,32362.0,Get Shorty,1996-03-08,"Comedy, Crime, Thriller",105.0,USA,English,Barry Sonnenfeld,"Elmore Leonard, Scott Frank",Metro-Goldwyn-Mayer (MGM),"John Travolta, Gene Hackman, Rene Russo, Danny DeVito, Dennis Farina, Delroy Lindo, James Gandolfini, Jon Gries, Renee Props, David Paymer, Martin Ferrero, Miguel Sandoval, Jacob Vargas, Linda Hart, Bobby Slayton","A mobster travels to Hollywood to collect a debt, and discovers that the movie business is much the same as his current job.",6.9,74583.0,$ 30250000,$ 72101622,$ 115101622,82.0,161.0,106.0
71,71,m71,Ghost Ship,2002,5.3,26413.0,['horror' 'mystery' 'thriller'],tt0288477,5.5,91847.0,5.7,6.0,4163.0,2458.0,6664.0,14805.0,22153.0,19864.0,10783.0,5611.0,2961.0,2385.0,5.9,13.0,5.5,14146.0,5.5,46617.0,5.7,12044.0,5.5,58919.0,6.2,9.0,5.5,9871.0,5.4,37131.0,5.6,9933.0,5.8,15746.0,8.3,3.0,5.8,4081.0,5.7,9013.0,6.1,1944.0,5.3,536.0,5.5,16375.0,5.5,47203.0,Nave fantasma,2003-04-24,Horror,91.0,"USA, Australia","English, Italian, Spanish",Steve Beck,"Mark Hanlon, Mark Hanlon",Warner Bros.,"Gabriel Byrne, Julianna Margulies, Ron Eldard, Desmond Harrington, Isaiah Washington, Alex Dimitriades, Karl Urban, Emily Browning, Francesca Rettondini, Boris Brkic, Bob Ruggiero, Iain Gardiner, Adam Bieshaar, Cameron Watt, Jamie Giddens","A salvage crew discovers a long-lost 1962 passenger ship floating lifeless in a remote region of the Bering Sea, and soon notices that its long-dead inhabitants may still be on board.",5.5,91847.0,$ 20000000,$ 30113491,$ 68349884,28.0,502.0,170.0
72,72,m72,Ghost World,2001,7.7,43550.0,['comedy' 'drama'],tt0162346,7.3,111652.0,7.5,8.0,13278.0,15720.0,30876.0,27901.0,13042.0,5234.0,2246.0,1236.0,834.0,1285.0,7.4,17.0,7.3,15543.0,7.3,55549.0,7.3,16390.0,7.3,66169.0,7.3,10.0,7.4,9138.0,7.3,41717.0,7.3,13634.0,7.3,22435.0,7.3,6.0,7.3,6188.0,7.3,13118.0,7.3,2455.0,6.9,583.0,7.5,27433.0,7.3,52336.0,Ghost World,2002-11-08,"Comedy, Drama",111.0,"USA, UK, Germany",English,Terry Zwigoff,"Daniel Clowes, Daniel Clowes",United Artists,"Thora Birch, Scarlett Johansson, Steve Buscemi, Brad Renfro, Illeana Douglas, Bob Balaban, Stacey Travis, Charles C. Stevenson Jr., Dave Sheridan, Tom McGowan, Debra Azar, Brian George, Pat Healy, Rini Bell, T.J. Thyne","With only the plan of moving in together after high school, two unusually devious friends seek direction in life. As a mere gag, they respond to a man's newspaper ad for a date, only to find it will greatly complicate their lives.",7.3,111652.0,$ 7000000,$ 6217849,$ 8764007,88.0,507.0,136.0
73,73,m73,The Ghost And The Darkness,1996,6.6,19954.0,['adventure' 'drama' 'thriller'],tt0116409,6.8,55403.0,7.0,7.0,4312.0,4130.0,11051.0,17238.0,10633.0,4418.0,1732.0,799.0,493.0,597.0,8.5,7.0,6.9,3254.0,6.8,28149.0,6.8,10828.0,6.8,38642.0,8.2,5.0,6.9,2824.0,6.8,25203.0,6.8,9301.0,6.9,4623.0,10.0,1.0,6.8,392.0,6.8,2640.0,7.0,1395.0,6.4,505.0,6.9,14701.0,6.8,23553.0,Spiriti nelle tenebre,1996-12-20,"Adventure, Drama, Thriller",110.0,"Germany, USA","English, Hindi",Stephen Hopkins,William Goldman,Constellation Entertainment,"Michael Douglas, Val Kilmer, Tom Wilkinson, John Kani, Bernard Hill, Brian McCardie, Emily Mortimer, Om Puri, Henry Cele, Kurt Egelhof, Satchu Annamalai, Teddy Reddy, Raheem Khan, Jack Devnarain, Glen Gabela",A bridge engineer and an experienced old hunter begin a hunt for two lions after they start attacking local construction workers.,6.8,55403.0,$ 55000000,$ 38619405,$ 38619405,,185.0,63.0
74,74,m74,Ghostbusters Ii,1989,6.1,45450.0,['action' 'adventure' 'comedy' 'fantasy' 'sci-fi' 'action' 'adventure' 'comedy' 'sci-fi'],tt0097428,6.6,179242.0,6.6,7.0,11296.0,8671.0,25158.0,53183.0,46902.0,20244.0,7665.0,3178.0,1562.0,1383.0,6.4,79.0,6.4,19322.0,6.7,90499.0,6.2,24074.0,6.6,121758.0,6.4,65.0,6.4,16030.0,6.7,78763.0,6.1,20819.0,6.7,17552.0,6.6,7.0,6.6,2986.0,6.8,10667.0,6.4,2894.0,6.3,752.0,6.6,40774.0,6.5,75948.0,Ghostbusters II (Acchiappafantasmi II),1989-12-07,"Action, Comedy, Fantasy",108.0,USA,English,Ivan Reitman,"Dan Aykroyd, Harold Ramis",Columbia Pictures,"Bill Murray, Dan Aykroyd, Sigourney Weaver, Harold Ramis, Rick Moranis, Ernie Hudson, Annie Potts, Peter MacNicol, Harris Yulin, David Margulies, Kurt Fuller, Janet Margolin, Wilhelm von Homburg, William T. Deutschendorf, Henry J. Deutschendorf II",The discovery of a massive river of ectoplasm and a resurgence of spectral activity allows the staff of Ghostbusters to revive the business.,6.6,179242.0,$ 37000000,$ 112494738,$ 215394738,56.0,236.0,126.0
75,75,m75,Ghostbusters,1986,6.9,237.0,['animation' 'comedy' 'fantasy' 'sci-fi' 'horror'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,76,m76,Gladiator,2000,8.4,286067.0,['action' 'adventure' 'drama'],tt0172495,8.5,1308193.0,8.5,9.0,343625.0,387424.0,331902.0,148737.0,50182.0,20455.0,9344.0,5554.0,3724.0,7246.0,8.3,660.0,8.6,254464.0,8.5,533844.0,8.3,127868.0,8.6,827199.0,8.4,499.0,8.6,209946.0,8.6,449506.0,8.3,106252.0,8.3,145293.0,8.0,86.0,8.4,39506.0,8.2,76502.0,8.2,19212.0,8.1,886.0,8.5,191043.0,8.5,543144.0,Il gladiatore,2000-05-19,"Action, Adventure, Drama",155.0,"USA, UK, Malta, Morocco",English,Ridley Scott,"David Franzoni, David Franzoni",DreamWorks,"Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Richard Harris, Derek Jacobi, Djimon Hounsou, David Schofield, John Shrapnel, Tomas Arana, Ralf Moeller, Spencer Treat Clark, David Hemmings, Tommy Flanagan, Sven-Ole Thorsen",A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,8.5,1308193.0,$ 103000000,$ 187705427,$ 465361176,67.0,2653.0,213.0
77,77,m77,The Graduate,1967,8.2,79677.0,['comedy' 'drama' 'romance'],tt0061722,8.0,249910.0,8.0,8.0,41926.0,51955.0,78262.0,46781.0,17326.0,6339.0,2678.0,1518.0,999.0,2126.0,8.0,69.0,8.1,41627.0,7.9,107736.0,7.9,43712.0,8.0,157320.0,8.2,49.0,8.1,30554.0,7.9,85817.0,8.0,35473.0,7.8,40375.0,7.3,13.0,7.9,10516.0,7.8,20706.0,7.8,7620.0,7.7,739.0,8.1,65542.0,7.9,106293.0,Il laureato,1968-09-11,"Comedy, Drama, Romance",106.0,USA,English,Mike Nichols,"Calder Willingham, Buck Henry",Lawrence Truman Productions,"Anne Bancroft, Dustin Hoffman, Katharine Ross, William Daniels, Murray Hamilton, Elizabeth Wilson, Buck Henry, Brian Avery, Walter Brooke, Norman Fell, Alice Ghostley, Marion Lorne, Eddra Gale",A disillusioned college graduate finds himself torn between his older lover and her daughter.,8.0,249910.0,$ 3000000,$ 104945305,$ 105015008,83.0,752.0,184.0
78,78,m78,Grand Hotel,1932,7.7,6088.0,['drama' 'romance'],tt0022958,7.4,16927.0,7.5,8.0,2459.0,1981.0,4625.0,4377.0,1853.0,788.0,373.0,166.0,108.0,197.0,7.3,5.0,7.4,1692.0,7.3,5942.0,7.5,5488.0,7.4,10325.0,7.5,4.0,7.4,1221.0,7.2,4640.0,7.5,4185.0,7.5,3041.0,7.0,1.0,7.5,456.0,7.4,1231.0,7.6,1244.0,7.2,374.0,7.5,6020.0,7.3,6277.0,Grand Hotel,1933-01-19,"Drama, Romance",112.0,USA,"English, Russian",Edmund Goulding,"Vicki Baum, William Absalom Drake",Metro-Goldwyn-Mayer (MGM),"Greta Garbo, John Barrymore, Joan Crawford, Wallace Beery, Lionel Barrymore, Lewis Stone, Jean Hersholt, Robert McWade, Purnell Pratt, Ferdinand Gottschalk, Rafaela Ottiano, Morgan Wallace, Tully Marshall, Frank Conroy, Murray Kinnell",A group of very different individuals staying at a luxurious hotel in Berlin deal with each of their respective dramas.,7.4,16927.0,$ 700000,,,,130.0,88.0
79,79,m79,The Grifters,1990,7.0,11481.0,['crime' 'drama' 'thriller'],tt0099703,6.9,24831.0,7.0,7.0,1745.0,2371.0,5284.0,7366.0,4332.0,1887.0,836.0,435.0,272.0,303.0,7.2,4.0,6.9,1330.0,6.7,8625.0,7.1,8766.0,6.9,16260.0,7.2,4.0,6.9,1099.0,6.7,7405.0,7.1,7349.0,6.9,2711.0,,,6.8,213.0,6.7,1119.0,7.2,1297.0,6.8,418.0,7.1,8078.0,6.8,9657.0,Rischiose abitudini,1991-02-15,"Crime, Drama, Thriller",110.0,"USA, Canada",English,Stephen Frears,"Jim Thompson, Donald E. Westlake",Cineplex Odeon Films,"Anjelica Huston, John Cusack, Annette Bening, Jan Munroe, Robert Weems, Stephen Tobolowsky, Jimmy Noonan, Richard Holden, Henry Jones, Michael Laskin, Eddie Jones, Sandy Baron, Lou Hancock, Gailard Sartain, Noelle Harling","A small-time conman has torn loyalties between his estranged mother and new girlfriend, both of whom are high-stakes grifters with their own angles to play.",6.9,24831.0,,$ 13446769,$ 13446769,86.0,102.0,68.0
80,80,m80,Halloween H20 20 Years Later,1998,5.4,22353.0,['drama' 'horror' 'thriller'],tt0120694,5.8,64768.0,6.0,6.0,4633.0,2230.0,5760.0,11166.0,15426.0,12715.0,6319.0,3063.0,1735.0,1721.0,5.8,36.0,6.0,7441.0,5.6,32330.0,5.8,8524.0,5.7,41666.0,5.9,31.0,5.9,6020.0,5.6,26762.0,5.7,7194.0,5.9,8124.0,7.5,2.0,6.0,1299.0,5.8,5246.0,6.3,1226.0,5.5,554.0,5.9,18282.0,5.6,25152.0,Halloween - 20 anni dopo,1999-09-03,"Horror, Thriller",86.0,USA,English,Steve Miner,"Debra Hill, John Carpenter",Dimension Films,"Jamie Lee Curtis, Adam Arkin, Michelle Williams, Adam Hann-Byrd, Jodi Lyn O'Keefe, Janet Leigh, Josh Hartnett, LL Cool J, Joseph Gordon-Levitt, Branden Williams, Nancy Stephens, Beau Billingslea, Matt Winston, Larisa Miller, Emmalee Thompson","Laurie Strode, now the dean of a Northern California private school with an assumed name, must battle the Shape one last time, as the life of her own son hangs in the balance.",5.8,64768.0,$ 17000000,$ 55041738,$ 55041738,52.0,637.0,166.0
